trial number,data_type,L1,Excerpt1,L2,Excerpt2,Stimulus1,Stimulus2,time_elapsed,timestamp,rt,response
111,trial,Du,8,Du,3,soundFiles/Dutch/normalized/common_voice_nl_17694090.wav,soundFiles/Dutch/normalized/common_voice_nl_17691543.wav,1877968,Tue Jun 22 2021 15:08:40 GMT+0100 (British Summer Time),2875.2000000011176,7
112,trial,Ge,31,Sp,24,soundFiles/German/normalized/common_voice_de_18217691.wav,soundFiles/Spanish/normalized/common_voice_es_18339452.wav,1892487,Tue Jun 22 2021 15:08:54 GMT+0100 (British Summer Time),4571.300000000745,1
113,trial,Ja,4,It,10,soundFiles/Japanese/normalized/common_voice_ja_19507460.wav,soundFiles/Italian/normalized/common_voice_it_17416492.wav,1910804,Tue Jun 22 2021 15:09:13 GMT+0100 (British Summer Time),4734.2999999988815,7
114,trial,Ta,24,En,28,soundFiles/Tamil/normalized/common_voice_ta_19373211.wav,soundFiles/English/normalized/common_voice_en_25568.wav,1921259,Tue Jun 22 2021 15:09:23 GMT+0100 (British Summer Time),2504.4000000003725,1
115,trial,Ge,32,Du,32,soundFiles/German/normalized/common_voice_de_18221542.wav,soundFiles/Dutch/normalized/common_voice_nl_17695227.wav,1931153,Tue Jun 22 2021 15:09:33 GMT+0100 (British Summer Time),2833.199999999255,1
116,trial,En,8,It,47,soundFiles/English/normalized/common_voice_en_20483.wav,soundFiles/Italian/normalized/common_voice_it_17437768.wav,1938740,Tue Jun 22 2021 15:09:41 GMT+0100 (British Summer Time),994.1999999992547,1
117,trial,En,30,En,15,soundFiles/English/normalized/common_voice_en_25792.wav,soundFiles/English/normalized/common_voice_en_22440.wav,1948277,Tue Jun 22 2021 15:09:50 GMT+0100 (British Summer Time),1953.8999999985094,7
118,trial,Ta,8,Ja,34,soundFiles/Tamil/normalized/common_voice_ta_19171508.wav,soundFiles/Japanese/normalized/common_voice_ja_21647086.wav,1960592,Tue Jun 22 2021 15:10:03 GMT+0100 (British Summer Time),4369.4000000003725,1
119,trial,Ge,6,En,19,soundFiles/German/normalized/common_voice_de_17353186.wav,soundFiles/English/normalized/common_voice_en_23843.wav,1970169,Tue Jun 22 2021 15:10:12 GMT+0100 (British Summer Time),2145.7000000011176,1
120,trial,En,4,En,37,soundFiles/English/normalized/common_voice_en_16885.wav,soundFiles/English/normalized/common_voice_en_33114.wav,1989099,Tue Jun 22 2021 15:10:31 GMT+0100 (British Summer Time),3003.800000000745,7
121,trial,Ta,5,Ta,12,soundFiles/Tamil/normalized/common_voice_ta_19093704.wav,soundFiles/Tamil/normalized/common_voice_ta_19183412.wav,2001028,Tue Jun 22 2021 15:10:43 GMT+0100 (British Summer Time),2307.9000000003725,1
122,trial,It,4,It,34,soundFiles/Italian/normalized/common_voice_it_17415861.wav,soundFiles/Italian/normalized/common_voice_it_17429552.wav,2015286,Tue Jun 22 2021 15:10:57 GMT+0100 (British Summer Time),3276.2000000011176,7
123,trial,Ta,27,Ta,20,soundFiles/Tamil/normalized/common_voice_ta_19449751.wav,soundFiles/Tamil/normalized/common_voice_ta_19340119.wav,2027299,Tue Jun 22 2021 15:11:09 GMT+0100 (British Summer Time),2705.800000000745,7
124,trial,Du,4,Du,36,soundFiles/Dutch/normalized/common_voice_nl_17693521.wav,soundFiles/Dutch/normalized/common_voice_nl_17695328.wav,2044109,Tue Jun 22 2021 15:11:26 GMT+0100 (British Summer Time),4988.099999999628,1
125,trial,Du,12,Sp,10,soundFiles/Dutch/normalized/common_voice_nl_17694315.wav,soundFiles/Spanish/normalized/common_voice_es_18320703.wav,2052038,Tue Jun 22 2021 15:11:34 GMT+0100 (British Summer Time),1501.5,1
